,food_name,food_img_path,health_code
6428,Hot Dog - Train (1303).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1303).jpg,0
6429,Hot Dog - Train (1304).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1304).jpg,0
6430,Hot Dog - Train (1305).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1305).jpg,0
6431,Hot Dog - Train (1306).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1306).jpg,0
6432,Hot Dog - Train (1307).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1307).jpg,0
6433,Hot Dog - Train (1308).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1308).jpg,0
6434,Hot Dog - Train (1309).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1309).jpg,0
6435,Hot Dog - Train (131).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (131).jpg,0
6436,Hot Dog - Train (131).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (131).jpg,0
6437,Hot Dog - Train (1310).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1310).jpg,0
6438,Hot Dog - Train (1311).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1311).jpg,0
6439,Hot Dog - Train (1312).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1312).jpg,0
6440,Hot Dog - Train (1313).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1313).jpg,0
6441,Hot Dog - Train (1314).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1314).jpg,0
6442,Hot Dog - Train (1315).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1315).jpg,0
6443,Hot Dog - Train (1316).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1316).jpg,0
6444,Hot Dog - Train (1317).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1317).jpg,0
6445,Hot Dog - Train (1318).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1318).jpg,0
6446,Hot Dog - Train (1319).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1319).jpg,0
6447,Hot Dog - Train (132).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (132).jpg,0
6448,Hot Dog - Train (132).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (132).jpg,0
6449,Hot Dog - Train (1320).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1320).jpg,0
6450,Hot Dog - Train (1321).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1321).jpg,0
6451,Hot Dog - Train (1322).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1322).jpg,0
6452,Hot Dog - Train (1323).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1323).jpg,0
6453,Hot Dog - Train (1324).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1324).jpg,0
6454,Hot Dog - Train (1325).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1325).jpg,0
6455,Hot Dog - Train (1326).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1326).jpg,0
6456,Hot Dog - Train (1327).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1327).jpg,0
6457,Hot Dog - Train (1328).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1328).jpg,0
6458,Hot Dog - Train (1329).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1329).jpg,0
6459,Hot Dog - Train (133).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (133).jpg,0
6460,Hot Dog - Train (133).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (133).jpg,0
6461,Hot Dog - Train (1330).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1330).jpg,0
6462,Hot Dog - Train (1331).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1331).jpg,0
6463,Hot Dog - Train (1332).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1332).jpg,0
6464,Hot Dog - Train (1333).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1333).jpg,0
6465,Hot Dog - Train (1334).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1334).jpg,0
6466,Hot Dog - Train (1335).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1335).jpg,0
6467,Hot Dog - Train (1336).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1336).jpg,0
6468,Hot Dog - Train (1337).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1337).jpg,0
6469,Hot Dog - Train (1338).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1338).jpg,0
6470,Hot Dog - Train (1339).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1339).jpg,0
6471,Hot Dog - Train (134).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (134).jpg,0
6472,Hot Dog - Train (1340).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1340).jpg,0
6473,Hot Dog - Train (1341).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1341).jpg,0
6474,Hot Dog - Train (1342).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1342).jpg,0
6475,Hot Dog - Train (1343).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1343).jpg,0
6476,Hot Dog - Train (1344).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1344).jpg,0
6477,Hot Dog - Train (1345).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1345).jpg,0
6478,Hot Dog - Train (1346).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1346).jpg,0
6479,Hot Dog - Train (1347).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1347).jpg,0
6480,Hot Dog - Train (1348).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1348).jpg,0
6481,Hot Dog - Train (1349).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1349).jpg,0
6482,Hot Dog - Train (135).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (135).jpg,0
6483,Hot Dog - Train (1350).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (1350).jpg,0
6484,Hot Dog - Train (136).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (136).jpg,0
6485,Hot Dog - Train (137).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (137).jpg,0
6486,Hot Dog - Train (138).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (138).jpg,0
6487,Hot Dog - Train (139).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (139).jpg,0
6488,Hot Dog - Train (14).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (14).jpg,0
6489,Hot Dog - Train (14).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (14).jpg,0
6491,Hot Dog - Train (140).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (140).jpg,0
6492,Hot Dog - Train (141).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (141).jpg,0
6493,Hot Dog - Train (142).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (142).jpg,0
6494,Hot Dog - Train (143).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (143).jpg,0
6495,Hot Dog - Train (144).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (144).jpg,0
6496,Hot Dog - Train (145).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (145).jpg,0
6497,Hot Dog - Train (146).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (146).jpg,0
6498,Hot Dog - Train (147).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (147).jpg,0
6499,Hot Dog - Train (148).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (148).jpg,0
6500,Hot Dog - Train (149).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (149).jpg,0
6501,Hot Dog - Train (15).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (15).jpg,0
6502,Hot Dog - Train (15).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (15).jpg,0
6504,Hot Dog - Train (150).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (150).jpg,0
6505,Hot Dog - Train (151).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (151).jpg,0
6506,Hot Dog - Train (152).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (152).jpg,0
6507,Hot Dog - Train (153).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (153).jpg,0
6508,Hot Dog - Train (154).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (154).jpg,0
6509,Hot Dog - Train (155).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (155).jpg,0
6510,Hot Dog - Train (156).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (156).jpg,0
6511,Hot Dog - Train (157).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (157).jpg,0
6512,Hot Dog - Train (158).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (158).jpg,0
6513,Hot Dog - Train (159).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (159).jpg,0
6514,Hot Dog - Train (16).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (16).jpg,0
6515,Hot Dog - Train (16).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (16).jpg,0
6517,Hot Dog - Train (160).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (160).jpg,0
6518,Hot Dog - Train (161).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (161).jpg,0
6519,Hot Dog - Train (162).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (162).jpg,0
6520,Hot Dog - Train (163).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (163).jpg,0
6521,Hot Dog - Train (164).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (164).jpg,0
6522,Hot Dog - Train (165).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (165).jpg,0
6523,Hot Dog - Train (166).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (166).jpg,0
6524,Hot Dog - Train (167).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (167).jpg,0
6525,Hot Dog - Train (168).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (168).jpg,0
6526,Hot Dog - Train (169).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (169).jpg,0
6527,Hot Dog - Train (17).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (17).jpg,0
6528,Hot Dog - Train (17).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (17).jpg,0
6530,Hot Dog - Train (170).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (170).jpg,0
6531,Hot Dog - Train (171).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (171).jpg,0
6532,Hot Dog - Train (172).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (172).jpg,0
6533,Hot Dog - Train (173).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (173).jpg,0
6534,Hot Dog - Train (174).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (174).jpg,0
6535,Hot Dog - Train (175).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (175).jpg,0
6536,Hot Dog - Train (176).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (176).jpg,0
6537,Hot Dog - Train (177).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (177).jpg,0
6538,Hot Dog - Train (178).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (178).jpg,0
6539,Hot Dog - Train (179).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (179).jpg,0
6540,Hot Dog - Train (18).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (18).jpg,0
6541,Hot Dog - Train (18).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (18).jpg,0
6542,Hot Dog - Train (180).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (180).jpg,0
6543,Hot Dog - Train (181).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (181).jpg,0
6544,Hot Dog - Train (182).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (182).jpg,0
6545,Hot Dog - Train (183).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (183).jpg,0
6546,Hot Dog - Train (184).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (184).jpg,0
6547,Hot Dog - Train (185).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (185).jpg,0
6548,Hot Dog - Train (186).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (186).jpg,0
6549,Hot Dog - Train (187).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (187).jpg,0
6550,Hot Dog - Train (188).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (188).jpg,0
6551,Hot Dog - Train (189).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (189).jpg,0
6552,Hot Dog - Train (19).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (19).jpg,0
6553,Hot Dog - Train (19).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (19).jpg,0
6554,Hot Dog - Train (190).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (190).jpg,0
6555,Hot Dog - Train (191).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (191).jpg,0
6556,Hot Dog - Train (192).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (192).jpg,0
6557,Hot Dog - Train (193).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (193).jpg,0
6558,Hot Dog - Train (194).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (194).jpg,0
6559,Hot Dog - Train (195).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (195).jpg,0
6560,Hot Dog - Train (196).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (196).jpg,0
6561,Hot Dog - Train (197).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (197).jpg,0
6562,Hot Dog - Train (198).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (198).jpg,0
6563,Hot Dog - Train (199).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (199).jpg,0
6564,Hot Dog - Train (2).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (2).jpg,0
6565,Hot Dog - Train (2).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (2).jpg,0
6567,Hot Dog - Train (20).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (20).jpg,0
6568,Hot Dog - Train (20).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (20).jpg,0
6569,Hot Dog - Train (200).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (200).jpg,0
6570,Hot Dog - Train (201).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (201).jpg,0
6571,Hot Dog - Train (202).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (202).jpg,0
6572,Hot Dog - Train (203).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (203).jpg,0
6573,Hot Dog - Train (204).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (204).jpg,0
6574,Hot Dog - Train (205).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (205).jpg,0
6575,Hot Dog - Train (206).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (206).jpg,0
6576,Hot Dog - Train (207).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (207).jpg,0
6577,Hot Dog - Train (208).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (208).jpg,0
6578,Hot Dog - Train (209).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (209).jpg,0
6579,Hot Dog - Train (21).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (21).jpg,0
6580,Hot Dog - Train (21).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (21).jpg,0
6581,Hot Dog - Train (210).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (210).jpg,0
6582,Hot Dog - Train (211).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (211).jpg,0
6583,Hot Dog - Train (212).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (212).jpg,0
6584,Hot Dog - Train (213).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (213).jpg,0
6585,Hot Dog - Train (214).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (214).jpg,0
6586,Hot Dog - Train (215).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (215).jpg,0
6587,Hot Dog - Train (216).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (216).jpg,0
6588,Hot Dog - Train (217).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (217).jpg,0
6589,Hot Dog - Train (218).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (218).jpg,0
6590,Hot Dog - Train (219).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (219).jpg,0
6591,Hot Dog - Train (22).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (22).jpg,0
6592,Hot Dog - Train (22).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (22).jpg,0
6593,Hot Dog - Train (220).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (220).jpg,0
6594,Hot Dog - Train (221).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (221).jpg,0
6595,Hot Dog - Train (222).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (222).jpg,0
6596,Hot Dog - Train (223).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (223).jpg,0
6597,Hot Dog - Train (224).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (224).jpg,0
6598,Hot Dog - Train (225).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (225).jpg,0
6599,Hot Dog - Train (226).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (226).jpg,0
6600,Hot Dog - Train (227).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (227).jpg,0
6601,Hot Dog - Train (228).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (228).jpg,0
6602,Hot Dog - Train (229).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (229).jpg,0
6603,Hot Dog - Train (23).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (23).jpg,0
6604,Hot Dog - Train (23).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (23).jpg,0
6605,Hot Dog - Train (230).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (230).jpg,0
6606,Hot Dog - Train (231).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (231).jpg,0
6607,Hot Dog - Train (232).jpg,/Users/mushr/Programming/AI_Projects/Digital_Health/food_dataset_hs/Hot Dog/Hot Dog - Train (232).jpg,0
